44553	46650	48922	43632	41445
42836	45549	47514	41932	40099
42305	45670	46901	41499	39645
44383	47930	48749	43485	41505
47262	50779	51355	46447	44200
52472	55926	56431	51633	49532
53998	57596	57650	53265	51023
54313	58005	57440	53642	51455
54406	58009	57065	53545	51479
54835	57882	57272	53604	51685
54790	57439	57177	52902	50984
54537	57040	56861	52177	50334
53900	56501	55790	50890	48982
52644	55503	54255	49704	47584
52924	55690	54239	49953	47346
55441	58371	56665	52903	49928
57510	60445	58371	54831	51894
56251	59853	57224	53887	51127
53221	57171	54454	51039	48720
49225	53519	50951	47357	45591
48973	53284	51125	47343	46042
48042	52050	50418	46325	45465
47867	51988	50316	45682	45639
47489	51304	49661	44583	45491
46877	51058	48955	43672	45423
45343	49448	47275	42303	44265
45292	49230	47097	41957	44192
47266	50900	49003	43517	45948
50142	53373	51696	45664	48446
54906	58151	56484	50505	53529
56264	59158	57919	51609	54917
55946	58516	57841	51308	55001
55497	58055	57894	50772	54854
54774	57688	57780	50580	55164
53364	56736	56683	49725	54504
52265	55992	55925	49112	53997
50961	55070	54467	48108	52623
49594	54050	53085	46739	51001
49555	54252	52612	46507	50687
52271	57255	55266	48898	53671
54363	59553	57243	50940	56124
53603	58722	55958	50132	55442
51593	56074	53194	47846	52914
49175	52868	49830	44853	49746
49581	52881	49879	44959	49716
48690	52161	48801	43965	48802
48314	52258	48696	43787	48594
47533	52256	48363	42923	48169
46633	51996	48067	42178	47721
44632	50675	46768	40183	46251
43728	50144	46518	39310	45884
45107	51585	48158	40639	47613
47369	54018	50341	43023	50238
52190	58954	54643	48291	54952
53553	60362	55583	50066	55894
53529	59969	55155	50068	55559
53316	59300	54629	49542	55350
52994	58927	54451	48963	55390
52073	57964	53235	47520	54640
51855	57460	52837	46797	54662
51220	56467	51727	45538	54065
50043	55111	50665	44431	53261
49943	54558	50595	44377	53209
52752	56932	53474	47222	56023
55058	58657	55682	49138	58047
54093	57682	54883	48177	57020
51601	55089	52070	45902	54475
48594	52267	48785	43574	51505
48893	52765	48154	43828	51731
48103	52133	46679	42757	50665
47891	52118	45809	42397	50399
47144	51247	44913	42032	49798
46748	50474	44378	41829	49497
45378	48410	43100	40398	48242
45069	47800	42838	39850	48081
46494	49141	44427	41307	49993
48350	51212	46818	43693	52354
52809	55780	52092	48970	57196
53683	56829	53798	50573	58382
53651	56450	53802	50505	57967
53353	55873	53446	50123	57194
53195	55691	53466	50201	56856
52150	54907	52709	49675	55825
51841	54570	52068	49503	55392
51366	53738	50756	48553	54186
50538	52662	49317	47216	52885
50612	52808	49180	46971	52478
53214	55682	51949	49803	55111
55528	58216	53760	52381	56957
54850	57836	52882	51952	56015
52435	55630	50511	49620	53312
49270	52650	47790	46608	50428
49201	52524	48072	46713	50933
48259	51786	47311	45673	50664
48050	51762	47743	44960	51247
47578	51483	47680	43816	51296
47114	51142	47376	42953	51214
45452	49542	45601	41457	49923
45033	49065	44816	41082	50000
46905	50862	46126	42911	52115
49614	53611	48433	45392	54950
54624	58976	53431	50577	59987
55698	60090	55223	51940	61710
55352	59714	55411	51984	61998
54735	58985	55468	51911	62124
54375	58422	55101	52025	62211
52995	57033	53846	51145	61628
52019	55975	52806	50250	61264
50789	54737	51478	48601	60328
49722	53312	49925	46708	58805
49751	53293	49516	46032	58495
52462	55672	51913	48590	61050
54500	57752	53655	50836	63269
53802	56722	52531	50519	62627
51429	54201	49747	48217	60220
48423	51040	46795	45462	57189
48378	50959	47101	45568	57290
47395	50058	46558	45165	56305
46463	48892	45970	44445	54984
46063	48431	45762	44459	54052
45429	47942	45393	43838	52881
44296	47444	44518	42728	52066
43232	46896	43588	41772	51305
43419	47105	43529	42170	51853
44565	47716	44111	43358	52513
46701	49133	45607	45036	54087
48645	50799	47196	46714	55491
48564	50588	46998	46401	55262
48388	50529	46965	46456	55315
48249	50669	47190	46527	55599
48589	51328	48041	47268	56192
47728	50556	47767	46151	55197
47309	50523	48153	45778	54947
46290	49791	47658	44709	53909
46160	49792	47537	44689	53709
48807	51844	49181	47035	55836
50600	53042	49905	48419	57039
50772	52723	49597	48577	56808
49091	50813	48262	46867	54746
48046	49781	48060	46264	53770
48736	50859	49373	47350	54251
48006	50699	49123	47428	53448
46002	49171	47016	45945	51334
45650	48752	46587	45754	50916
44899	47858	45529	44904	50254
43678	46350	44554	43593	48964
42385	45384	43605	42448	47806
42104	45197	43848	42227	47543
42295	45562	44098	42445	47628
43602	46320	44788	43299	47948
44683	47393	45635	44348	48293
47075	49618	47696	46567	49940
47557	50292	48349	47279	50310
48339	50498	48658	47493	50642
48673	50898	49253	47836	51343
47492	50160	48260	46565	50892
44939	48190	46112	44448	49012
43302	46865	44295	42715	47482
43797	47363	44830	43172	48084
45782	49376	46789	44908	50029
47476	51143	49060	46583	51812
48141	51725	50083	47302	52251
48127	51044	49987	46995	51804
47274	49291	48400	45655	50291
47995	49035	48211	45804	50273
47640	48482	47681	45412	49826
46286	47246	46800	44283	48446
45714	46817	47100	44279	47919
45064	46105	47217	44031	47155
43596	44259	45801	42489	45518
43086	43716	45405	42098	45247
44879	45986	47061	43945	46949
47556	48999	49728	47064	49470
52752	54173	54742	52302	54261
54475	55420	56466	54098	55866
54695	55304	56747	54549	56128
54499	55012	56623	54686	56073
54510	54957	56882	55066	56559
54127	54568	56544	54796	56575
53856	54173	56198	54665	56707
52981	53023	54881	54033	55737
51938	51612	53327	53170	54657
52024	51311	52971	53550	54767
54972	53547	55246	56381	57453
57161	55036	57123	58447	59355
56758	53861	56365	57546	58636
54452	51185	53900	54694	56138
51396	47739	50722	51182	52813
51553	47845	50931	51221	53052
50372	46850	49939	50423	52514
49697	46632	49843	50136	52702
48845	45841	49385	49600	52363
48016	45317	48899	49036	51837
46416	43650	46986	47561	50460
46187	43545	46561	47070	50161
47820	45573	48478	48789	52031
49978	48559	51117	51304	54342
54651	53768	55931	56183	58940
56091	55156	56900	57180	59832
56143	54986	56434	56585	59146
55791	54837	55833	56142	58610
55581	54877	55970	56045	58489
54536	53932	55023	55179	57846
53853	52984	54421	54492	57502
52646	51405	53089	53263	56683
51183	49935	52224	51751	55652
50898	50097	52274	51324	55683
53310	53187	54819	54097	58243
55331	55761	56202	56629	60278
54372	54912	55044	56398	59258
52043	52527	52711	54668	57026
49209	49262	50002	52294	54164
49553	49177	50187	53094	53985
48808	48217	49038	52397	52567
48615	48311	48875	52478	52036
47805	47957	48307	52112	51559
47262	47334	47930	51892	51184
45829	46055	46572	50694	49672
45794	46338	46085	50866	49231
47854	48841	47641	53101	50859
50714	51576	49725	56139	53225
55593	56400	54265	61485	58439
56435	57769	55004	63282	60210
55752	57563	54215	63354	60515
55406	57546	53532	63353	60309
55306	57898	53402	63287	60262
54252	57479	52539	62582	59614
53337	57230	51676	62097	59538
52188	56175	50393	61334	58640
51013	55155	48972	60326	57532
51189	55098	49309	60118	57639
53769	57814	52289	62979	60684
55804	59668	54486	65305	62928
54652	58443	53398	64608	61885
52166	55618	50672	62182	59440
49074	52398	47723	59017	56638
48995	52669	48079	59002	57122
47805	51646	47203	57896	56370
47386	51399	46916	57736	56184
46504	50465	45810	57289	55603
45460	49986	44924	56867	55208
43429	48693	42984	55165	53870
42595	48561	42494	54799	53840
44101	50024	43921	56247	55481
46266	51870	46055	58763	57784
51039	56194	50965	63591	62390
52517	57210	52704	65076	63952
52386	56731	52977	65037	64285
51992	56318	52816	64801	64535
51588	56340	52571	64727	64805
50592	55663	51877	63770	64167
49942	55383	51468	63262	63868
48763	54189	50587	62025	62928
47630	53032	49230	60472	61866
47965	52776	49087	59984	61545
51200	55397	51799	62510	63984
53568	57358	53965	64728	65646
52829	56366	53271	63821	64609
50376	54040	51032	61370	62152
47284	50925	48464	58283	59434
47400	51021	48991	58599	60094
46560	49964	48590	57924	59631
46687	49883	48664	57907	59871
46480	49428	48378	57619	59339
46403	49071	47989	57257	58839
45481	47604	46396	55666	57162
45372	47520	46176	55139	56874
47134	49333	47929	56827	58729
49326	51906	50895	59433	61173
54122	56635	56024	64310	65970
55380	58156	57565	65576	67319
55110	58150	57547	65324	67348
54698	58015	57207	65065	66878
54680	57887	57006	64996	66459
54055	56840	55964	64139	65623
53818	56054	55293	63397	65443
53092	54619	54401	61974	64569
52108	53181	53141	60090	63050
52324	53024	53102	59300	62648
55046	55784	55511	61322	65316
57320	57786	57641	63032	67530
56739	56720	56983	62196	67018
54514	54026	54692	59824	64586
51444	50899	51842	56857	61717
51472	51149	52021	57126	61963
50394	50468	51325	56179	61090
49346	49913	50413	55320	59874
48285	49635	49734	54512	58875
47166	49072	48842	53510	57638
45789	48002	47359	51898	56116
45091	47175	46411	50903	54958
45554	47428	46653	51253	55246
