58046	82100	94176	96714	88168
58046	82100	94176	96714	88168
58046	82100	94176	96714	88168
58046	82100	94176	96714	88168
58046	82100	94176	96713	88168
58046	82100	94176	96713	88168
58046	82100	94176	96713	88168
58046	82100	94176	96713	88168
58046	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88168
58045	82100	94176	96713	88167
58045	82100	94176	96713	88167
58045	82100	94176	96713	88167
58045	82100	94176	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82100	94175	96713	88167
58045	82099	94175	96713	88167
54234	84147	85438	84401	109777
54234	84147	85438	84401	109777
54234	84147	85438	84401	109777
54234	84147	85438	84401	109777
54234	84147	85438	84401	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85438	84400	109777
54234	84147	85437	84400	109777
54234	84147	85437	84400	109777
54234	84147	85437	84400	109776
54234	84147	85437	84400	109776
54234	84147	85437	84400	109776
54234	84147	85437	84400	109776
54234	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
54233	84146	85437	84400	109776
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66996	95888
56778	72289	74992	66995	95888
56778	72289	74992	66995	95888
56778	72289	74992	66995	95888
56778	72289	74992	66995	95888
56778	72289	74992	66995	95888
56777	72288	74992	66995	95888
56777	72288	74992	66995	95887
56777	72288	74992	66995	95887
56777	72288	74992	66995	95887
56777	72288	74992	66995	95887
56777	72288	74991	66995	95887
56777	72288	74991	66995	95887
56777	72288	74991	66995	95887
57049	72592	73277	85517	116228
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
57049	72592	73277	85517	116227
