2087455	2342781	2169728	1822411	2070776	1518454	2128298	1503227	2670054	2477469	2898034	2178623	2779205	1887304	1969866	2665568	2513885	2237689	1633593	1923324	2602496	2062901	2984627	1900915	2268014	2620158	2925595	1859740	2171023	2256444	2325803	2603125	3207277	2030672	2526437	2443963	2671166	1974734	2919385	2432006	2161767	2550245	2413947	2622932	2969307	2823996	3208837	2970893	2780800	1923530
2271016	2088015	2097165	1713678	2022470	1614325	2120185	1451895	2209135	2368406	3167234	2303282	2362617	1978352	2043311	2388836	2233954	2628140	1989883	2441351	2447762	2301552	2796941	1655204	2482724	3199307	3089401	1823651	2191315	2420874	2333892	2611694	3507447	1936610	2507200	2885116	2779079	1995937	2517752	2365698	2154306	2805856	2139065	2673190	2481013	2194627	2791983	2811838	3004124	2210637
2276480	2019917	1981054	2143266	2026260	1688378	2332704	1569639	2208868	2014976	2875190	2323357	2297663	1772917	1928998	2343990	2250148	2085274	2108056	2857601	2522702	2048984	3082715	1764948	2665664	3329350	2647352	1978634	2033569	2088169	3185309	3651681	3130351	1548232	2348389	3160144	2817970	1599464	2362653	2553104	1991596	2567181	1757661	2551908	2474791	2272953	2433403	3218939	2742059	2106419
2690296	1813336	2256311	2124998	2171283	1784259	2355969	1616265	1931376	2117944	2725426	1979418	2020676	1838171	1806950	1968604	2375354	2689529	2264618	2651763	2157070	2035616	2910044	2150300	2727696	2857675	2562673	1780833	2357754	2232972	3081574	3219769	3266485	1783319	2416162	3331614	2757025	1803706	2125715	1736123	2445930	2831357	1651458	2295452	2253203	2862522	2080277	2699329	2608499	2172428
2880674	1666386	1986522	2063174	2521640	1680472	2675277	1901190	2099607	2063107	3172469	1754643	1872716	1693396	1410493	1763020	1834731	2538929	2831614	2091597	2360494	1902336	3005785	2545258	2364419	2789246	2350022	1761319	2513432	2369693	2980336	3748333	3010388	2062110	2464413	3004985	2519021	2078641	2361275	1826411	2301002	2423606	1607135	2239673	2167452	2288580	2231044	2649761	2654219	2215487
2632987	1736300	1892496	2257823	3020378	1805469	2430731	2044730	2165355	2122318	2711991	2156836	2012458	1468482	1453728	1858942	2342217	2249999	2805693	2228654	2501251	2124036	3148439	2350613	2522186	2823233	2449430	2150694	2656787	2698809	2964286	3296558	3234642	2480693	2357622	3073508	2559117	2136344	2532495	2256938	2344551	2415880	1476188	2195431	2639055	2550976	2902663	1804656	2879977	2300222
2556452	1723282	2179410	2392970	2856752	1984275	2449289	1898534	2271785	2428269	2647601	2394755	1961731	1551835	1594722	2383150	2735120	2471417	2517927	2290211	2663737	2073010	3006448	2351048	2312173	3168602	2498122	2054414	3225228	2730274	2340685	3550702	3355677	2210555	2610103	3073156	2353719	2318059	2644923	2169311	2176870	2335053	1624698	2659008	2911259	2113159	2967565	1633588	2829728	2189824
2273974	1307520	2083315	3094922	2679141	2080197	2728520	2471203	1949311	2663798	2749450	2356910	2441550	1691842	1540290	2269047	3038416	2251238	3050094	2636974	2904401	2161483	3526125	2294284	2371451	3163748	2689077	2015684	2952689	2656992	2800681	3186187	2949434	2154589	2705312	2882629	2474127	2396957	2408449	2518939	2576862	2955418	1871808	2617355	2709067	1745385	3395772	1697966	3200658	2398205
2492672	1071194	2079528	3765613	2400443	2257900	1949476	2157177	2046390	2585975	3118605	2529405	2444751	1836480	1678054	2301833	3177263	2967702	2606978	2468829	3374049	2371037	2955858	2095469	2301043	2511701	2471548	2326111	2553114	2448654	2179586	3097060	2433712	2496284	2709622	2320822	2307509	2852411	2518153	2462392	2833327	2751406	2074807	2444727	2556544	1846656	3021332	1847116	2755369	2082364
2559957	1171780	2340952	3272037	2472957	2732662	1900761	2298921	1829042	2128364	3419786	2313010	2745290	1978971	1604319	2024148	3226711	2798648	3192261	2548249	3809053	2082949	3035436	2100042	2451253	2306730	2686567	2176503	2545718	2238264	1826904	2817654	2778338	2241791	3074592	2592955	2380262	2921656	2555136	2375996	3034389	2372438	2258787	2665352	2709618	2053362	3090538	2118598	2573892	2340995
2598421	1443379	2273545	2706125	2798059	2498887	1898378	2458489	1660690	2084374	3689139	1894966	2467878	2057888	1744943	1862200	3013615	3181885	2816706	2510933	2903093	2503292	2533911	2116490	2424581	2488719	2821983	1903986	2198567	2250806	1797021	2463907	2973249	1882210	2945993	2402164	2346046	2965547	1986281	2310762	3259754	2572219	2371754	2987898	2523246	2344174	3579999	2086882	3225323	2251557
2646330	1811083	2396045	2474470	2759790	2473705	2344031	2499896	1730429	1615154	3358255	2399266	2565544	2541882	1967886	2014379	2728447	2863159	2481697	2450230	2816486	1874220	3025261	2230665	2708381	2714575	2419707	2211790	1791398	2188304	1725802	2451955	2998574	1757440	2679213	2863706	2838537	3282328	2175072	2274715	3248480	2759350	2183279	2518219	2736076	2360893	2678970	2073267	2761698	2695541
